Sat Feb  8 21:02:52 2020	 356.0	 0.00000	 0.80000	 0.32000	 7.70000	 2.15000	 -5.53000	 -2.71000	4	
Sat Feb  8 21:02:53 2020	 357.0	 0.00000	 0.85000	 0.20000	 7.61000	 2.95000	 -4.00000	 -1.98000	4	
Sat Feb  8 21:02:53 2020	 358.0	 0.00000	 0.87000	 0.22000	 7.67000	 0.79000	 -4.47000	 -1.66000	4	
Sat Feb  8 21:02:53 2020	 359.0	 0.00000	 0.76000	 0.29000	 7.79000	 -0.17000	 -2.86000	 -0.76000	4	
Sat Feb  8 21:02:53 2020	 360.0	 0.00000	 0.78000	 0.14000	 7.60000	 4.80000	 -4.13000	 -2.91000	4	
Sat Feb  8 21:02:53 2020	 361.0	 0.00000	 0.86000	 0.25000	 7.72000	 1.02000	 -3.26000	 -1.61000	4	
Sat Feb  8 21:02:54 2020	 362.0	 0.00000	 0.86000	 0.17000	 7.62000	 1.16000	 -3.54000	 -1.11000	4	
Sat Feb  8 21:02:54 2020	 363.0	 0.00000	 0.82000	 0.22000	 7.58000	 2.12000	 -5.70000	 -2.23000	4	
Sat Feb  8 21:02:54 2020	 364.0	 0.00000	 0.95000	 0.08000	 7.59000	 2.47000	 -1.66000	 -1.43000	4	
Sat Feb  8 21:02:55 2020	 365.0	 0.00000	 0.74000	 0.28000	 7.81000	 2.87000	 -3.44000	 -2.72000	4	
Sat Feb  8 21:02:55 2020	 366.0	 0.00000	 0.83000	 0.15000	 7.62000	 1.36000	 -4.02000	 -2.60000	4	
Sat Feb  8 21:02:55 2020	 367.0	 0.00000	 0.72000	 0.14000	 7.73000	 2.79000	 -4.40000	 -1.91000	4	
Sat Feb  8 21:02:55 2020	 368.0	 0.00000	 0.87000	 0.14000	 7.66000	 1.82000	 -3.32000	 -0.91000	4	
Sat Feb  8 21:02:56 2020	 369.0	 0.00000	 0.88000	 0.18000	 7.67000	 1.09000	 -3.52000	 -1.10000	4	
Sat Feb  8 21:02:56 2020	 370.0	 0.00000	 0.78000	 0.17000	 7.63000	 1.62000	 -4.78000	 -1.39000	4	
Sat Feb  8 21:02:56 2020	 371.0	 0.00000	 0.87000	 0.08000	 7.60000	 2.97000	 -4.89000	 -0.75000	4	
Sat Feb  8 21:02:56 2020	 372.0	 0.00000	 0.94000	 0.07000	 7.66000	 0.21000	 -3.05000	 -2.14000	4	
Sat Feb  8 21:02:57 2020	 373.0	 0.00000	 0.87000	 0.09000	 7.53000	 1.91000	 -3.44000	 -1.55000	4	
Sat Feb  8 21:02:57 2020	 374.0	 0.00000	 0.80000	 0.19000	 7.70000	 1.69000	 -5.08000	 -1.58000	4	
Sat Feb  8 21:02:57 2020	 375.0	 0.00000	 0.79000	 0.07000	 7.65000	 1.64000	 -4.21000	 -0.96000	4	
Sat Feb  8 21:02:57 2020	 376.0	 0.00000	 0.89000	 0.07000	 7.76000	 2.63000	 -5.68000	 -2.31000	4	
Sat Feb  8 21:02:58 2020	 377.0	 0.00000	 0.78000	 0.13000	 7.84000	 0.41000	 -2.65000	 -0.45000	4	
